qid,question_text,target
000f80f63b53d75c1bc6,Which engineering branch should be choose to apply for junior scientist in ISRO?,0
000f83fbc0c5271b10c7,What creative jobs can I take up and where?,0
000f89527b907f3ef20f,How do I train my dogs to kill raccoons?,1
000f99673b28ec3cdcc6,Would you forgive your husband if you caught him having sex with his favorite celibrity? If he later says he couldn't control himself as his lifetime fantasy was becoming true.?,0
000fa05b96360b09d918,Can downloading pirated content be considered as a violation of the second precept of Buddhism?,0
000fa15cd1704c36e8da,Why is it that arranged marriages which happened in our previous generation have greater chances of surviving the entire life duration as compared to the ones happening in our generation?,0
000fa20f6b5d34806956,"What is a good example explaining ""Occam's razor""?",0
000fa43c185b0e723c04,Why does life gives pain and sadness?,0
000faa28df1b0202ef7a,How can I tackle obsession?,0
000fb56f821f7b991a60,What are the advantages and disadvantages of Automatic Headlamp On (AHO) especially in two wheelers in India?,0
000fc2131c43a6aeca09,What things doing daily will change one's ecomonic condition and personality?,0
000fec11ee7a68e2ddd9,What is the best way to learn manga drawing?,0
000fec4330297b720414,"When writing manual test cases and scripts, how much detail is too much detail when documenting the steps?",0
000fed754b3e9759b6e7,What are some small yet important battles that occurred in WW2?,0
000ff470e9dc7d79812e,Is this the best time to buy a Kyber token at 1.11$ as of the 16th of Oct 17′?,0
000ff5b77bdf38edd68f,Why did my taskbar stopped responding?,0
000ff84c2bdb76e321ec,What are the best way to answer a question on Quora and get more up vote?,0
000ffff5789ceee45fbf,Can I use images from other blogs just giving credit to the original author?,0
00101521340fbc63fda9,Shouldn't Republicans be given a free pass to run the government any way they see fit?,0
001022d12bfab8d753fe,Did the British parliament just abolish itself?,0
00102c6dfb293c89ef58,How can I apply for TOPIK exam in India online?,0
00103c904de1fe60b3a5,What is better than steak?,0
00103cba47bd1a42f4d5,Dis advantages of education?,0
001041f073bfb86008c7,Is there a way to start a MongoDB server from a mongodump without having to use mongorestore?,0
001045dbd72a861e5ae4,Why do people feel hesitate or humiliate while speaking Hindi?,0
00104d9fed0f1b2ca3a7,How should I prepare for ESE 2019 (civil) if I had 200-204 marks in ESE 2018 and I am in my last semester of college?,0
001050f9841f044bde8a,Ingredio milk shake was harmful to use long time?,0
00105ef0a117c7754288,What are some examples of motion- Without Force?,0
001098c545349ea8274a,What is Transient Voltage?,0
0010acc928245de6f970,What is bass heads?,0
0010af3f927996ec6fcb,"Why is the poem ""Ramayana"" one of the largest ancient epics in world literature?",0
0010b8bd37af629de2f9,"Is there any woman (other than Muslim) who is happy after marrying a Muslim guy, as there are a lot of answers on Quora about love jihad, and all of them suffered a lot after marrying a Muslim guy?",1
0010dd983174c34137a7,How does the chain rule work?,0
0011057dd227880dc19e,What happens when a computer needs to be accessed for an investigation? What tools do the police use?,0
001109746171c9c307ea,Are there many famous polygamist celebrities in modern day Indonesia today?,0
001114dd925872729b57,Which are the best trusted sites for applying scholarships in class 11? I scored good marks in 10th.,0
0011338ac72e50ab8956,Which book is best in British history for graduation?,0
00113c28d51d8fedb274,What is the best free online lecture video site for neet PG and MBBS?,0
00114e32e21f1f7643bf,How good is the Bachelor of Information Technology from the University of Queensland Australia?,0
00115a863d499b21b0a9,How does the rise of China change the view of dictatorship?,0
00115e65770f677c33b5,If it possible to score a good sectional percentile in LRDI by only solving DI questions?,0
00115f7576aa11f88a62,How is the best way to speak English like a British?,0
00116d5fa82130ae3b2c,How can I do scientific research and get published at age 15?,0
00116e2438bb8746297f,Which are the best places to party in Bangalore?,0
0011763babe21a3a9591,Is it safe to invest larger amount of money in online stock market trading in India? If not what would be the alternative solutions?,0
00118ac919436a6a4f58,How much does increasing funding for education increase the quality of education?,0
001190d9b18d54008279,Why do bushfires happen?,0
0011cf7f36da9a2a742b,What are the best ways to clean your Remington Woodmaster model 742 .30-06?,0
0011d60461995abd2c5c,Why do police officers get to go on paid administrative leave before getting fired where the average joe just gets fired? Who negotiated this inequality?,0
0011ecf86bc06b14e00a,How can I become certified in Revit?,0
0011f05559d7a04ae35a,What is the primary cause of Post-Traumatic Stress disorder in the Military?,0
0011f638325960db439f,Is a soy latte a healthy drink?,0
0011fc21004d8d29893b,Why would a deployed Army Ranger ask for a Steam Gift Card?,0
001201bb254c652189ca,Which type of clutch is used in Activa?,0
001213994b375f405bfe,"In psychology, what is compliance?",0
00121f19821256eca5ce,"As an exceptionally or profound gifted individual, which way of thinking is most dominant, verbal or non-verbal?",0
001220e1d599603b8466,How much weight can I stack on top of my laptop?,0
00122f1f19b2d4434d9a,How do I become scientist after class 12?,0
00123d8a45b24c9b898b,"Why if a man who has had me over 5 times. Who we both know are attracted to and like each other, ask why I came when he asks me over? Is he looking for confirmation? When there I stay for 3/4 hours at a time.",0
0012439dc9922b4ef662,How much a new lawyer earns in India? And how many types of lawyers are there?,0
00125c47ee25377049c5,My Samsung Galaxy S6 edge is not being recognized by any PC's or USB flash drives. How can I fix this issue?,0
001260650fca0b3b6843,What would have Stalin thought of the late cold war era Soviet Union?,0
0012607de5388946c2f2,"Which army was better, Spartan or Roman?",0
00128a318c9bae69c512,What should I reply when I ask my friend for a little help and he tells me jocularly that I will have to pay for his help?,0
00128e3fb2407e8da0dd,What are the steps to become an analyst in cricket (be it video or data)?,0
0012b33ee2f20e29bfc8,What are some characteristics of deoxyribose and ribose sugar?,0
0012bba774c13ce9cc9e,Do moms have sex with their sons?,1
0012bcf832eb0d8ee1b3,Is dear Zindagi a good movie?,0
0012d1c7679cab46dd1d,What is it like to work as an employee for Oprah?,0
0012d72ccc14e9329f97,"Why did the Pope say that ""Muslims are a curse to this world""?",1
0012d9af133219e1b370,What is the meaning of relationship with a girl from two year?,0
0012ebc312afe63fcc03,Which MBA program is suitable for a doctor in the field of private practice for over 30 years?,0
001307632a5ccfb0f0fe,Why didn't the Romans conquer Ireland they failed to conquer Scotland?,0
001308fe22177d2c5979,How much money do I need to buy a gas station?,0
0013149f6c49a3bd112b,What is the ladder operator method for determining the energy eigenvalues in a quantum harmonic oscillator?,0
00133ee08b5cc3b60b39,"If XRP doesn't gain mass adoption, what would most likely be the causes?",0
00134ea8067289ad217b,What animals are native to Spain?,0
001367d37bb73f5c0bb5,Can coffee make you more productive?,0
00136ce70824056f2421,Create the most advanced animal ever from currently living or extinct species…?,0
00137a13c7873f46bbf6,Where is a good place for filming time lapse videos of planes landing in Heathrow airport?,0
00138b3457747a7274ee,What are the roles of Royal British Guards?,0
00138c86bf37c140da22,"Excluding online / e-commerce businesses like Uber & AirBnB, what's the best referral program you've heard about or used?",0
00139880baef1e0b7d3e,What was the main reason of conflict between Suhrawardy and Bhashani?,0
0013a124ad120f50d7e4,Can I buy airticket with Amadeus after booking it? And how?,0
0013a1a5d95e750a7c05,Why can't I become a businessman?,0
0013bc848755b882e15f,Can weed be a good antidepressant?,0
0013c534c0445765d0a8,How much is the world worth?,0
0013c80c2c574eebe13e,"If you had to choose between Instagram and Quora, what would you choose?",0
0013e200c87d0df0e449,What is the past form of must have been?,0
0013e5845d851279d615,What are some of the good textbooks for learning philosophical logic for an absolute beginner?,0
0013f652696acac41861,How can we Indians make Sri Lankan people understand that India created and funded the LTTE for the benefit of Sri Lanka itself and India didn't have any ill intentions?,0
001406b747da3e9bba46,What is the best way to consume a lot of educational material?,0
001407d1e10d41769bbf,Can my followers see my anonymous questions? (Since 2017 anonymity changes)?,0
0014203466312aae5737,How does Lady Macbeth plan to kill Duncan in Shakespeare's play?,0
00143146e05399b5f352,Why don't the Gulf Arab post pictures of women in their countries?,0
0014367d617fb78bebb1,How free or democratic is in the USA? What does it mean to you personally?,0
00144cc39182b32d7140,What are the modern superstitions blindly believed by educated masses?,0
00145962517d0096b06c,How can I convince a 6 year old to eat healthy?,0
0014630cb04444f0aac2,What are the disadvantages of using React Native for developing native apps (e.g. instead of Swift)?,0
00147150ab9d03d5238f,What is the mindset and motives of the westerners who join ISIS?,0
00148a87723d5d988a92,How do I become a Delivery partner at Amazon?,0
0014993dba1084051bcf,Who is the sexiest female in the world?,0
0014a0fc6d11cdf9a91f,What happened to LSI Corporation?,0
0014b39cafb14d18529e,I almost constantly feel uneasy. Why?,0
0014b4e71649b951794f,How can I find a government job?,0
0014b857f39294f7d4a5,What is the difference between a split squat and a lunge?,0
0014cb4ffe14aae10a5d,"Where can I download test bank for Entrepreneurship The Art, Science, and Process for Success, Bamford, 2e?",0
0014d3ec37334157ea82,How many students appear for Imucet every year?,0
0014e0200bb280d44ea1,How peoples in India seems hypocritical about womans empowerment?,1
0014e5f03b07bf2a1ff9,What does a certified energy auditor do?,0
0014edac61533ee16e2f,"What really happens in ""flapping/r-voicing"" English dialects when unstressed /t/ or /d/ are preceded by /n/ (e.g. /nt/ and /nd/ in ""winter, blender"")? Is it a nasalized tap [ɾ̃], [nɖ], [nɾ] or just [n] with the /t, d/ dropping (winter-winner merger)?",0
001506059f00dcd93664,"Who are you going to meet, if you go to heaven?",0
0015159fd6d04e51c59a,Why wasn't John Diggle the Green Arrow in Crisis on Earth-X? Arrow S6E7 seemed to conclusively show him taking up the mantle.,0
0015180e5256a2a8d2ec,Do the royals prefer William to Harry?,0
001520c67915547d0dd5,Is it necessary to disclose your salary from the last employer while interviewing in a new company in IT?,0
001552fa2d0f539ba667,How many optionals are there in up pcs 2017 exam?,0
001553af3bcc504208a8,Why is Relational Algebra s the basis for relational databases?,0
001554dbea2fcef5729c,What is the difference between structural breaks and regime shifts?,0
00155a4893a5b19205f0,What's some of the biggest book discussion websites/forums?,0
00157735f6abcfc8106e,When did DeviantArt's fetish culture become as prevalent as it is now? And how can the site moderate this content better without being too tyrannical?,0
001583e5d5aa24fda8d2,On what day are checks being mailed out for July?,0
001586c85a7111e7665f,What kind of therapy can help you forget a memory? Does hypnosis actually work?,0
00159f3f4c3a10024fb9,"Why at times I can sing perfecty and can hit every single note easily, and then at times I stuter when I speak and can't even sing and become out of breathe?",0
0015a0bfd83e1fa30b73,Which black superhero can beat Superman or is as strong as him?,0
0015a1f68b995da44faa,What is the difference between a maverick and an indecisive person?,0
0015a7fe295bf3aa5e97,Why do trading card game copanies pretend like kids are their main demographic when 90% of their customers are above 20 years old?,0
0015b97b99a430fb3717,What different magic does the Lucas sequence have than the Fibonacci?,0
0015cba53efe2d6c40d9,What did you buy on a hunch that turned out to be the smartest investment you ever made?,0
0015e08d95dff9558a93,Can I crack JEE Advanced with AIR 1 if I study one year having good basic knowledge?,0
0015e367aa794e5d547f,How much more political fumbling will it take for Republicans to turn on Trump?,1
0015f2ee7e0a181fe768,What is the most recognizable short story?,0
0015f6db357919f720e8,Does the skin get affected after shaving the hair (skin on arms and legs)?,0
0015fe8cdaeb6f701d3e,How can I use real time database on my WordPress website?,0
00160e2b98f581e21ec8,What are the procedures (FORMS) to be followed to accept loans from director is a NRI?,0
00161181689a550478f9,What if the Indians had been in place of the Red Sox in the 2007 World Series?,0
00161b740203d84cc264,Why are citizens of The Netherlands called Dutch?,0
00162c09fea2168a32e2,Why do so many Asians wear masks?,0
0016357dd00da19897ca,What are the Chinese fortune sticks meanings?,0
0016589b372f1c1eb903,How can I find out the carrier by only using the tracking number in the UK?,0
00165bc540db41eba85c,Why do I love starting fights and making people angry?,0
00166855d7ba34925882,Should I use my brain more?,0
00167522d319f8ac3dee,How does the electrostatic force f revolving electron becomes equal to the centripetal force?,0
001679926f03735b7ce6,How does bikini look like?,0
001686940e8792f83be6,What is a 1969 100 dollar worth?,0
001689a792974397f88f,Why did my clock stop at 3:00 in the morning?,0
00168b9938401250ca20,What is the difference between dimension table and fact table?,0
00168dfb206f15c9d227,How dangerous of an animal is a mandrill?,0
00168feb7d3492a0bea1,What are some ways for a layperson to profit from a country's currency failing?,0
0016974b878d96f4deba,How can certain pro-lifers call themselves that when they believe a woman should die than have an abortion to save her life?,0
0016a47c90ac0b658d6f,How is asking a data scientist to analyze the national economy different than asking an economist to analyze the same economy?,0
0016a66f5e7298df04d2,How can I get Bansal classes sheets?,0
0016b2263ebbe71b2d38,"Aren't religious people afraid that their deceased loved ones are watching them while they're using the bathroom, masturbating or having sex?",0
0016c4f69b19674b9946,How much weight can a toy wooden boat hold in kilograms?,0
0016c7456d44024392cf,Is there a way to report a business review of your business on Facebook? How do you do it?,0
0016f0a816a246aa9c98,Which models does the Chevrolet Caprice PPV primarily compete with? How do they compare?,0
0016f409865edd3db89b,What type of franchise can be thought of in a city like Surat (Gujarat) with a small investment?,0
0016fd702c244fbcbd1a,How do I score good marks in economic application for ICSE examinaton?,0
001704647213a21db886,How does radar guidance for anti-aircraft guns work?,0
00170d2bb5236246a76e,Why was a non-offensive photo without nudity or profanity deleted?,0
001711e6510babb51cb0,Why are Chik-Fil-A's restaurants always so nice compared to most other chains?,0
00171341f9bde0562046,Is there any way to get insurance of damaged two wheeler?,0
0017180f819753460c5c,What are my chances to grab an MBBS seat under 85% state quota in West Bengal with 437 marks in NEET 2017 in a government college?,0
00171cc1cc563babed09,What are some unique live/study abroad experiences that you have?,0
0017209fdc0cb5e057c3,"When he has to go somewhere or take or do something for his sister, he says I can go but when I do 5 min in the car ride he starts a fight and accuses me and says im ruining his day why?",0
001752a54bf15792603e,"What does curvature of space time mean. We know that there isn't a humongous net in space that is curved, so what is it?",0
00175f5e9c85b110614e,Why do Americans prefer just to not show up somewhere rather than face even the mildest of conflicts? (My colleagues and I have noted a growing number of people who skip any face to face meetings without any explanation at all.),1
00176456d6ddced07e7b,How harmful is electromagnetic interference?,0
00176686b72a7ab45980,How can I distinguish between relative scales such as B-flat major and G-minor or C major and A minor?,0
00176fb431dd99a30307,Do we feel our breath?,0
001786289fc5ec772799,What are the reasons for drug trafficking?,0
0017b4475be5b467a34d,What should the normal fetal heart rate be during pregnancy?,0
0017ba49f77d868ac26b,How can shoulder pads protect you in American football?,0
0017c2a0ca8e0154bc83,"My ex-girlfriend and I live in different countries, we are very much in love, and cannot be together for 3 more years. What should we do?",0
0017cee73ad61222e268,What are the similarities between communication and information?,0
0017d84388eecb97d6e3,Which company can I apply in web development domain having 2 years of experience in Cognizant?,0
0017e32a7bbad42e70a9,What happens if I drink 1 can of Monster Energy?,0
0017e916bb2937de4bee,Which is the biggest alphabet in the English dictionary?,0
0017f9c93f9a711d2d89,Who invented the modern portfolio theory?,0
00180060eb68cf37647a,Can we convert heat directly into elecric energy without a cold body?,0
001810cfacde0b098bf3,Is Finix Coin ICO legit or scam?,0
001816e8aa577caa1c29,"How good are my chances of getting accepted for PhD at MIT, Caltech, Berkeley? See comments for details.",0
0018393b368700fbeec0,Is 0.888… equal to 0.999… because of rounding?,0
0018464a32324de08696,Why is India actually called as India?,0
00184a76fb9768e5cfd3,What causes weevil infestations at your home?,0
00184eed4479d8626f91,Why does my boyfriend give me the silent treatment?,0
00188f39b8d814d9446c,What is the history of matrices in computer science?,0
0018a64f224b2322f79f,How do you stop making mistakes when playing chess?,0
0018b18b2554573bfd3d,What is the best step to work as a freelance writer?,0
0018b963fe232a853c8a,Why would you expect to have dilute urine with Addisons disease?,0
0018c2261c15cf6e745b,What is supercharging in IC engine?,0
0018d0484689b7601d8e,Does stiffness attracts load in beams?,0
0018eae4b1abdd7611d1,What are Somen well designed social experiments?,0
0018fca6740fdb664517,"If reincarnation is not true, why do some people remember their past lives?",0
00190455bad14053987d,Why super respectful and successful entrepreneurs who are millionaires or billionaires don't want to be lead in politics?,0
00190731e5d576d93154,Who is likely to be fluent in English: a Ghanaian or a nigerian?,0
0019242decef4a6b684a,Who is objectively the most powerful character in the Marvel/DC universes?,0
0019277e09e3f6072d13,"Why are all of the most popular comments on NYT are against the memo, whereas the ones on WSJ are pro-memo, given NYT and WSJ have similar political bias?",0
00192c62e8f2d71716ff,What does the diet of the mantis shrimp consists of?,0
001931e40f822e197ec9,"Is the term ""linguistic differential"" an actual linguistic term?",0
00193b23b7a2b81c10a2,"Why do so many people decide against Graph Databases? Scalability? Not enough experts? Mostly ""unconnected"" data to start with?",0
0019468bf049ceb43422,What is your opinion on chicken waffles?,0
00194aa2fea77afd7678,What is the best diet for teddy bear hamsters?,0
00194d6ec2f8fa6f08db,Have you ever taken your sweet time imagining a fiction book?,0
00195924fdb4e791e7a2,What is the scope in sound engineering in India and what is the annual income of sound engineers?,0
00196038adf72a1c024f,I just lost a tooth. Why can't I see my new tooth forming? It has been already 4 days.,0
001972a96c587dc56540,Is it possible for a human to think faster?,0
00197e786c9e3254cc81,Will it be helpful if I drop 1 year and appear for it again if my results this year are not good enough?,0
00199a473cba7b54d974,"Liberals are pro-choice, but the choices must be approved by them first. Is this an accurate description of liberals?",1
0019adaf81e8c9b5d0a9,Is it normal to lose your mucus plug during an early pregnancy?,0
0019b9123a19daca2107,What is the value of Sin^2A+sin^2B?,0
0019bf4e4c6ab6ddc350,What do the Dutch think of the Roosevelts?,0
0019c5ad15ffbcf618df,"Have you ever met or befriended a woman who has enough physical strength and is ready psychologically to overpower, tie up and gag an average man in case of being that necessary for her safety?",0
0019c7f5b9264aaae120,What software would you recomend in order to find the posts with the most likes on a Facebook group or page?,0
0019e01b2a7b09d3cb65,Why are South Indian dishes which are prepared by North Indians more tasty than dishes prepared by South Indian restaurants?,1
001a1aca131403debe46,"How much employment does a super yacht represent? How many people are employed and for how long, in sourcing the materials & then building the vessel?",0
001a1f52fc3bde74369b,Which private college is good in WBJEE?,0
001a2b7a4b30db631573,How can I change my last name in California?,0
001a2f88f7748c322831,"What are some practical and possible applications of machine learning in life sciences, ecology, conservation biology, and environmental sciences?",0
001a44b54f34ecb40407,How do you load a black powder rifle?,0
001a4e6d27e6e0d13d53,Should you be able to name specific companies you have introduced to opportunities if no transaction has resulted?,0
001a5b31ecfa71a5a8b2,What is a fiduciary? How is it different from a financial advisor?,0
001a707ca50b058de43b,How can we build self-confidence in Women?,0
001a79064eab17873465,Why do American firms steal Chinese technology?,1
001a9a02f515814d3493,What proves I was born from another human being? I don’t remember being born.,0
001ad6eb5e54caafb002,Can I get MBBS seat in govt medical colege in Gujarat if my state ramk is 641?,0
001ad8b387372b905f6b,Getting a -000 reading from white wire that's tied to the ground bar what does that mean?,0
001add8ec6a6a849e3c9,How long do you think it will take for Quora to remove this question? Closest guess wins a prize.,0
001ae003f36e9436dea3,Where can I purches some DMT in Orange County?,0
001ae2a5d5eebca9dd80,What is the recipe for boiled egg noodles?,0
001ae3890b72b4aeb079,Is paddy a herb?,0
001af72a0bd3e0365665,Do therapists actually care about you like they would a friend or do they care cause it’s their job?,0
001b09db7006fcd8f809,What does it mean if I have a light sensitivity and sometimes my head is in pain and it I feel that it will broke into half?,0
001b0c34a25a7d67cfed,Can I get CSE branch in VIT Chennai if my rank is 28777?,0
001b0e88771dc7995918,Is it legal for a debtor or quit their job to avoid a creditors collection efforts and still claim unemployment in California?,0
001b122adb7d419c5cef,Among all which software service based companies have higher salary?,0
001b1a614d11f9d8d4de,How long would it take for someone to notice if you suddenly disappeared?,0
001b2c881f7214066999,How social networking sites work with opinion mining techniques applied on user comments?,0
001b397cebd9cfe722c7,Are you doing your dream job?,0
001b3c2ff060eee74cba,Why is Jinping the biggest serial religion murderer and rapist leader of the world after Mao?,1
001b436e0fc39672e0c6,How is ammonium bicarbonate used in production of bread?,0
001b4a22ba7778f9c799,Are Jat and Gujjar girls beautiful?,1
001b5f380d62f65ff3ad,Does a box of ammo just explode or does each individual bullet go off like fireworks?,0
001b7ab0d26dbf550b68,What is the best method for determining what your values are?,0
001b8093b284ae1919b7,What is the difference between impression materials and impression compound?,0
001b83155921c51dbeba,Is someone from SCI Graduate Marine engineers (GME) Mumbai?,0
001b981150645928d056,How do animals defend themselves out in the wild?,0
001ba1117b392b96f371,How do I get a job as an ilustrator?,0
001ba14913e56f9657bf,Can California legally require that Tinder stop charging users over 30 years old a higher rate?,0
001bac959ac390848245,"What is the book ""Nothing Succeeds Like Success"" about?",0
001bc4c694738bdd775c,What cold war and its effects?,0
001bcb41db4b1b2ddffb,Why has polythene been banned in our state and country?,0
001bceea34c76d8530d2,Do State Bureaus of Investigation investigate homicide more than the FBI does?,0
001bde3a341075622612,How religious are Tunisians?,0
001be7e35e12f0e69666,"Is it difficult for animal welfare charities to compete against those that benefit humans, epecially when many of us have limited funds to contribute?",0
001bfc5dcf55dc2e655b,Why should you consider taking a train ride from Philadelphia to Baltimore?,0
001c0ebb687d054b01e8,What are Howie Seago's major accomplishments as an actor?,0
001c2f7108f15df7c4f7,What are the risks of bleeding and clotting during early pregnancy?,0
001c3184df991f0114ea,Do animals make noise when having sex?,0
001c40e6ce41d6525e9e,How is it that I can get 6 to 8 hours of sleep before my graveyard shift and still have trouble staying awake for my 7 hours of work?,0
001c444263b3e2bc21b3,What is considered a babyface in WWE?,0
001c473467659b27a143,What are the new topics for research in Human Resource management?,0
001c496c456789c2c952,What are the challenges that Lori Anne Allison has faced as a makeup artist?,0
001c49b41ddfc6df2687,What are some of the most remote areas in the world?,0
001c5124892b192bd07a,Where can one apply for aadhar in bandhup West lbs Marg?,0
001c52bfdf0c2531ba0c,What are objective criteria in evaluating cell's health in culture?,0
001c563eb2f901ccfe1e,What is the salary range of the salary of rich people?,0
001c5a0779025ff57b23,What happens to those who have less than 75% attendance?,0
001c5b40d4a0ab08afe2,"Who is the worst USA president, Bush or Trump?",0
001c5b990bfe99882b87,I have corrected only my exam centre in NEET form do I have to pay any correction fee?,0
001c6650cd1941bf76bc,Do you know about Mumbai call girl service?,0
001c7da69d094a1c40c9,What is the full procedure of cutoff based admission in Delhi University?,0
001c803fb675ae7ec0ed,"What is the longest practical distance that light rays could converge? (on earth, in a standard atmosphere)",0
001c81d39605a7114130,"Why did Captain Phasma give up so easily? I, personally thought that she was going to somehow resist or trick the gang.",0
001c92773afd4fa4f519,What is scope of BA?,0
001c9458075a77efbb20,Why there is lots of suicide?,0
001c9a36430d12f0d4a4,Is it racism what this Australian girl did to me? I'm Asian.,0
001ca58d3f1a109e929f,What do you think about the protests against Padmaavat (Padmavati)?,0
001cae42ecabdac9f4d7,How did we decide that the earth rotates from west to east?,0
001cae85b942c3f9147c,How can I be a great footballer?,0
001cb908f1862e4d0e17,What is the diff between LTE and volte phone in providing facility?,0
001cbffb94301fb31970,Prevent forwarding of your WhatsApp videos?,0
001cd2f944e9c9bad411,What songs should we play during the cocktail hour at our wedding?,0
001cd5e0fbde21f51114,How common is injury due to friendly fire in military operations?,0
001cd9158c7643ba6ec4,Where can I find a free carpet installation invoice template?,0
001cdfc8399334492e7e,"Why do people on Quora not answer my question about gun control? I just want to debate with people who support gun control, but no one answers it.",1
001ce08c98ec582f76c4,Why do I always mess everything up?,0
001ceedd9fd5145f89bf,"When will the US stop supporting Kosovo terrorists (Albanians), who are actually the same as ISIS?",1
001cfc962e236e2f39ad,What 1890s born celebrities were still alive in the 1990s?,0
001d2185838a0729276d,How do sex workers handle and secure their cash earnings?,0
001d270a06cc4b88bfa5,"I have made payment for AA recruitment fee but transaction didn't complete and balance deducted from my bank account and the site is still asking for payment, why so?",0
001d359052c29542d033,I've got 88/200 in MU OET 2018. What branch and rank can I expect?,0
001d483f2ccf2acb0124,Has it become more difficult since 2015 to land a job through the USC MS CS program?,0
001d4b1c09a2fd827c73,What should Indian teenager never try in there life?,0
001d62c04f615ac18171,Is the job market bad for experience holders in India currently?,0
001d7d896eff993e13ff,Would a famous person on social media ask a fan for something like money or iTunes cards?,0
001d81082a5d56053f66,What are Robin Gibb's major accomplishments as a singer?,0
001d874ba189c5e5e43e,Why do Americans need the second amendment? Don't want to start a fight but the right says it is necessary for a democracy and such and why are they so worried about the government.,1
001d8c11e13e34ed537e,What is the budget for new year camping in Jaisalmer?,0
001da585fa112f5c858d,What are the best humour or jokes in the world?,0
001da5913d2e9a57acfa,"What role did Leigh Francis develop as the fictional character ""Keith Lemon""?",0
001da7d54bc8e203c953,Will cars be still around in 100 years?,0
001da927ea21866d311a,Is it true that Chennai is developed because of Telugu people?,0
001db5b7ff986ad7a848,Is it dangerous to have blood in cough in morning?,0
001dbee90b80b316b69b,Why would more people live in one country over another?,0
001df1d605dfda8d83c4,Is Mack 10 blood?,0
001dfa447fc7832fa734,Whatis the difference between a stag and a buck?,0
001e00614ea57296097e,Can I lose weight without eating eggs?,0
001e2cd5ea2976993f8d,Can a restaurant play loud music in?,0
001e353999aef43beb60,What are some cultural taboos in Russia?,0
001e3a56ee27928c1408,"What if I want to start practice after articleship in big 4? If not practice, what are other options available?",0
001e3dd3cd24e70c88c4,What does Europeans think of anti semites attacks by Muslims in their countries?,0
001e49b0dc276f1bb704,How did James Burke become deaf?,0
001e560f0e81317d3da3,Is there any directory for IT professionals in Bangalore?,0
001e564620cebac45a2b,Is it possible to suffer from depression without knowing it?,0
001e5c14dd1a8f9f689e,How can I disassemble .22 double-action revolvers?,0
001e5fa00879db157080,Will you be able to play a co-op games between a Nintendo 3DS and the Nintendo Switch?,0
001e6d407eff16917db7,Why is it hard to download games from the Play Store?,0
001e81182bb42f3f5a24,How do I get cheap flight tickets from Delhi to London?,0
001e934a86900712c024,How can I quickly learn breakdance power moves?,0
001e98bd44cf1984922c,Is there a stereotype attached to people from Sydney’s northern beaches?,0
001ea01df07c548cce9f,Do you think inflation hits rich businessman?,0
001ea2fa120a9a772e07,Can you make more money as an electrician?,0
001eb5a39fa0a3dea419,Why Indian girls have fetish for White guys?,0
001eb75a7cef68f4e75d,"What are some tips to write a summary about ""Until they bring the streetcars back""?",0
001ec413aa3f4a2f579b,Who is the best broker for a new real estate agent in California?,0
001eca5555b70ab163e0,Whats the cleanshot way to express ones feelings to a girl irrespective of the outcome?,0
001eea1cb132908a9067,What are your views on Barkha Dutt switching to NewsX?,0
001ef1285da71edd27ba,Would Twitter hire you if you don't have a Twitter account?,0
001ef2c4d31b3789e104,"How was Swagatham 2018 program by CSA, IISc for GATE 2018 toppers? How people are selected/invited and do they invite only Computer science students or others also?",0
001ef6c475dba489139a,"I get 1st place or otherwise in the top three for hashtags on nearly all of my posts, even with million-post hashtags. However I do not get much traffic from that, only getting follows through following. What am I doing wrong?",0
001f04f8c6c3af508aa2,How can I get market research report on kids apparel industry India?,0
